"","settlement.ID","BZB","Voters","Lamas_code","first.party","second.party","third.party","forth.party","first.party.voters","second.party.voters","third.party.voters","forth.party.voters","Vote.precentage","first.party.percentage","second.party.percentage","third.party.percentage","forth.party.percentage","coalition.support"
"1",7,516,371,7,"Halicud","Kahul_lavan","Shas","Yamin_Hadash",141,99,33,23,0.718992248062015,0.380053908355795,0.266846361185984,0.0889487870619946,0.0619946091644205,0.264150943396226
"2",10,333,237,10,"Halicud","Shas","Bait_Yehudi","Kulanu_Yamin",124,73,10,9,0.711711711711712,0.523206751054852,0.308016877637131,0.0421940928270042,0.0379746835443038,0.911392405063291
"3",11,403,289,11,"Kahul_lavan","Halicud","Avoda","Yamin_Hadash",111,84,21,17,0.71712158808933,0.384083044982699,0.290657439446367,0.0726643598615917,0.0588235294117647,-0.107266435986159
"4",13,502,403,13,"Kahul_lavan","Avoda","Halicud","Yamin_Hadash",250,44,26,21,0.802788844621514,0.620347394540943,0.109181141439206,0.0645161290322581,0.0521091811414392,-0.612903225806452
"5",15,302,217,15,"Halicud","Shas","Bait_Yehudi","Kahul_lavan",165,25,5,5,0.718543046357616,0.76036866359447,0.115207373271889,0.0230414746543779,0.0230414746543779,0.875576036866359
"6",16,429,331,16,"Kahul_lavan","Merets","Avoda","Halicud",148,89,72,8,0.771561771561772,0.447129909365559,0.268882175226586,0.217522658610272,0.0241691842900302,-0.909365558912387
"7",18,398,306,18,"Kahul_lavan","Halicud","Avoda","Kulanu_Yamin",165,72,19,11,0.768844221105528,0.53921568627451,0.235294117647059,0.0620915032679739,0.0359477124183007,-0.330065359477124
"8",21,550,416,21,"Kahul_lavan","Halicud","Avoda","Merets",166,110,37,21,0.756363636363636,0.399038461538462,0.264423076923077,0.0889423076923077,0.0504807692307692,-0.274038461538462
"9",22,152,102,22,"Kahul_lavan","Halicud","Avoda","Yamin_Hadash",42,23,13,7,0.671052631578947,0.411764705882353,0.225490196078431,0.127450980392157,0.0686274509803922,-0.245098039215686
"10",23,220,162,23,"Bait_Yehudi","Halicud","Yamin_Hadash","Kahul_lavan",60,36,21,21,0.736363636363636,0.37037037037037,0.222222222222222,0.12962962962963,0.12962962962963,0.592592592592593
"11",24,561,460,24,"Kahul_lavan","Avoda","Merets","Halicud",256,81,60,21,0.819964349376114,0.556521739130435,0.176086956521739,0.130434782608696,0.0456521739130435,-0.817391304347826
"12",26,2404,1765,26,"Kahul_lavan","Halicud","Avoda","Merets",705,391,188,132,0.734193011647255,0.39943342776204,0.221529745042493,0.106515580736544,0.0747875354107649,-0.359206798866856
"13",27,267,196,27,"Halicud","Shas","Kahul_lavan","Kulanu_Yamin",101,33,13,11,0.734082397003745,0.51530612244898,0.168367346938776,0.0663265306122449,0.0561224489795918,0.673469387755102
"14",28,10351,8088,28,"Kahul_lavan","Halicud","Avoda","Yamin_Hadash",3413,2094,476,445,0.781373780311081,0.421983184965381,0.258902077151335,0.0588526211671612,0.0550197823936696,-0.166913946587537
"15",29,1215,895,29,"Kahul_lavan","Halicud","Avoda","Yamin_Hadash",450,162,94,36,0.736625514403292,0.502793296089385,0.181005586592179,0.105027932960894,0.0402234636871508,-0.38659217877095
"16",31,20939,13715,31,"Halicud","Shas","Yahadut_Hatora","Kahul_lavan",4918,2619,2165,905,0.654997850900234,0.358585490339045,0.190958804228946,0.157856361647831,0.0659861465548669,0.641414509660955
"17",32,426,326,32,"Shas","Halicud","Kahul_lavan","Gesher",162,115,15,8,0.765258215962441,0.496932515337423,0.352760736196319,0.0460122699386503,0.0245398773006135,0.803680981595092
"18",33,432,358,33,"Kahul_lavan","Halicud","Avoda","Merets",168,53,45,30,0.828703703703704,0.46927374301676,0.14804469273743,0.125698324022346,0.0837988826815642,-0.53072625698324
"19",35,374,248,35,"Kahul_lavan","Avoda","Merets","Halicud",117,72,32,7,0.663101604278075,0.471774193548387,0.290322580645161,0.129032258064516,0.0282258064516129,-0.862903225806452
"20",36,395,299,36,"Halicud","Kahul_lavan","Shas","Yamin_Hadash",170,58,35,11,0.756962025316456,0.568561872909699,0.193979933110368,0.117056856187291,0.0367892976588629,0.528428093645485
"21",37,347,268,37,"Halicud","Yahadut_Hatora","Bait_Yehudi","Shas",142,50,24,17,0.772334293948127,0.529850746268657,0.186567164179104,0.0895522388059701,0.0634328358208955,0.869402985074627
"22",39,254,187,39,"Halicud","Shas","Kahul_lavan","Zehut",120,21,12,8,0.736220472440945,0.641711229946524,0.112299465240642,0.0641711229946524,0.0427807486631016,0.689839572192513
"23",41,2612,1992,41,"Halicud","Kahul_lavan","Shas","Kulanu_Yamin",950,334,199,129,0.762633996937213,0.476907630522088,0.167670682730924,0.0998995983935743,0.0647590361445783,0.473895582329317
"24",43,1417,925,43,"Kahul_lavan","Halicud","Avoda","Merets",441,131,98,52,0.652787579393084,0.476756756756757,0.141621621621622,0.105945945945946,0.0562162162162162,-0.497297297297297
"25",44,267,204,44,"Halicud","Kahul_lavan","Shas","Yahadut_Hatora",118,25,16,12,0.764044943820225,0.57843137254902,0.122549019607843,0.0784313725490196,0.0588235294117647,0.593137254901961
"26",46,2498,1681,46,"Shas","Halicud","Kahul_lavan","Yahadut_Hatora",546,451,316,82,0.672938350680544,0.324806662700773,0.268292682926829,0.187983343248067,0.048780487804878,0.453896490184414
"27",47,3310,2483,47,"Kahul_lavan","Halicud","Avoda","Gesher",1256,538,209,103,0.750151057401813,0.505839710028192,0.216673378977044,0.0841723721304873,0.0414820781312928,-0.373338703181635
"28",48,930,613,48,"Halicud","Kahul_lavan","Avoda","Gesher",293,153,34,28,0.659139784946237,0.477977161500816,0.249592169657423,0.0554649265905383,0.0456769983686786,0.172920065252855
"29",49,461,321,49,"Kahul_lavan","Halicud","Avoda","Gesher",123,103,24,18,0.696312364425163,0.383177570093458,0.320872274143302,0.0747663551401869,0.0560747663551402,-0.137071651090343
"30",52,439,324,52,"Halicud","Kahul_lavan","Shas","Zehut",132,59,35,20,0.738041002277904,0.407407407407407,0.182098765432099,0.108024691358025,0.0617283950617284,0.333333333333333
"31",53,5523,3966,53,"Kahul_lavan","Halicud","Kulanu_Yamin","Avoda",1437,1278,321,219,0.718087995654536,0.36232980332829,0.322239031770045,0.0809379727685325,0.0552193645990923,-0.0143721633888048
"32",55,399,286,55,"Halicud","Kahul_lavan","Kulanu_Yamin","Shas",148,58,15,12,0.716791979949875,0.517482517482518,0.202797202797203,0.0524475524475524,0.041958041958042,0.409090909090909
"33",57,632,421,57,"Kahul_lavan","Avoda","Halicud","Gesher",211,110,41,16,0.666139240506329,0.501187648456057,0.261282660332542,0.0973871733966746,0.0380047505938242,-0.665083135391924
"34",58,132,103,58,"Kahul_lavan","Halicud","Avoda","Gesher",55,20,15,6,0.78030303030303,0.533980582524272,0.194174757281553,0.145631067961165,0.058252427184466,-0.485436893203883
"35",59,731,603,59,"Yamin_Hadash","Halicud","Bait_Yehudi","Zehut",239,132,83,34,0.824897400820793,0.396351575456053,0.218905472636816,0.137645107794362,0.0563847429519071,0.75290215588723
"36",62,515,367,62,"Kahul_lavan","Avoda","Merets","Halicud",194,108,23,15,0.712621359223301,0.528610354223433,0.294277929155313,0.0626702997275204,0.0408719346049046,-0.844686648501362
"37",63,521,381,63,"Kahul_lavan","Halicud","Avoda","Kulanu_Yamin",169,107,28,18,0.731285988483685,0.443569553805774,0.280839895013123,0.073490813648294,0.047244094488189,-0.188976377952756
"38",64,834,631,64,"Halicud","Kahul_lavan","Shas","Kulanu_Yamin",374,73,46,32,0.756594724220623,0.59270998415214,0.115689381933439,0.0729001584786054,0.0507131537242472,0.600633914421553
"39",65,1388,934,65,"Halicud","Shas","Kahul_lavan","Bait_Yehudi",517,124,103,42,0.672910662824208,0.553533190578158,0.132762312633833,0.110278372591006,0.0449678800856531,0.620985010706638
"40",66,888,650,66,"Kahul_lavan","Halicud","Merets","Avoda",278,124,87,51,0.731981981981982,0.427692307692308,0.190769230769231,0.133846153846154,0.0784615384615385,-0.449230769230769
"41",67,603,493,67,"Kahul_lavan","Avoda","Merets","Kulanu_Yamin",279,118,26,19,0.817578772802653,0.565922920892495,0.239350912778905,0.0527383367139959,0.0385395537525355,-0.81947261663286
"42",69,329,247,69,"Kahul_lavan","Merets","Avoda","Halicud",103,71,50,11,0.750759878419453,0.417004048582996,0.287449392712551,0.202429149797571,0.0445344129554656,-0.862348178137652
"43",70,177630,117488,70,"Halicud","Kahul_lavan","Israel_Beitenu","Yahadut_Hatora",39499,19146,14410,13606,0.661419805213083,0.336196037042081,0.162961323709655,0.122650823913932,0.115807571837124,0.411693109083481
"44",71,407,320,71,"Halicud","Kahul_lavan","Kulanu_Yamin","Shas",134,63,34,27,0.786240786240786,0.41875,0.196875,0.10625,0.084375,0.4125
"45",72,871,672,72,"Kahul_lavan","Merets","Avoda","Halicud",331,205,113,8,0.771526980482204,0.492559523809524,0.305059523809524,0.168154761904762,0.0119047619047619,-0.953869047619048
"46",74,496,369,74,"Kahul_lavan","Merets","Avoda","Zedek_Hevrati",173,72,58,17,0.743951612903226,0.468834688346883,0.195121951219512,0.157181571815718,0.046070460704607,-0.821138211382114
"47",76,562,358,76,"Kahul_lavan","Avoda","Merets","Halicud",200,88,25,18,0.637010676156584,0.558659217877095,0.245810055865922,0.0698324022346369,0.0502793296089385,-0.824022346368715
"48",77,812,595,77,"Kahul_lavan","Avoda","Halicud","Merets",324,133,43,41,0.732758620689655,0.54453781512605,0.223529411764706,0.0722689075630252,0.0689075630252101,-0.764705882352941
"49",78,304,220,78,"Kahul_lavan","Avoda","Merets","Halicud",109,51,30,9,0.723684210526316,0.495454545454545,0.231818181818182,0.136363636363636,0.0409090909090909,-0.822727272727273
"50",79,545,426,79,"Kahul_lavan","Avoda","Merets","Halicud",236,97,29,28,0.781651376146789,0.553990610328638,0.227699530516432,0.068075117370892,0.0657276995305164,-0.784037558685446
"51",80,721,549,80,"Kahul_lavan","Avoda","Halicud","Merets",352,69,45,37,0.761442441054092,0.641165755919854,0.12568306010929,0.0819672131147541,0.0673952641165756,-0.752276867030965
"52",82,680,491,82,"Kahul_lavan","Avoda","Merets","Halicud",240,145,31,23,0.722058823529412,0.488798370672098,0.295315682281059,0.0631364562118126,0.0468431771894094,-0.80040733197556
"53",84,371,287,84,"Kahul_lavan","Avoda","Merets","Halicud",186,44,19,13,0.773584905660377,0.64808362369338,0.153310104529617,0.0662020905923345,0.0452961672473868,-0.822299651567944
"54",85,712,582,85,"Kahul_lavan","Avoda","Halicud","Gesher",356,91,44,27,0.817415730337079,0.611683848797251,0.156357388316151,0.0756013745704467,0.0463917525773196,-0.692439862542955
"55",86,524,377,86,"Kahul_lavan","Avoda","Merets","Gesher",218,106,29,7,0.719465648854962,0.578249336870027,0.281167108753316,0.0769230769230769,0.0185676392572944,-0.936339522546419
"56",89,524,397,89,"Kahul_lavan","Avoda","Halicud","Merets",252,83,26,15,0.75763358778626,0.634760705289673,0.209068010075567,0.0654911838790932,0.0377833753148615,-0.816120906801007
"57",90,566,420,90,"Kahul_lavan","Avoda","Halicud","Merets",182,92,53,32,0.742049469964664,0.433333333333333,0.219047619047619,0.126190476190476,0.0761904761904762,-0.602380952380952
"58",92,555,394,92,"Kahul_lavan","Avoda","Halicud","Merets",190,112,32,32,0.70990990990991,0.482233502538071,0.284263959390863,0.0812182741116751,0.0812182741116751,-0.766497461928934
"59",94,394,324,94,"Kahul_lavan","Halicud","Avoda","Kulanu_Yamin",163,60,26,15,0.822335025380711,0.503086419753086,0.185185185185185,0.0802469135802469,0.0462962962962963,-0.351851851851852
"60",95,595,430,95,"Kahul_lavan","Avoda","Merets","Gesher",232,69,67,17,0.722689075630252,0.53953488372093,0.16046511627907,0.155813953488372,0.0395348837209302,-0.855813953488372
"61",96,1338,930,96,"Kahul_lavan","Avoda","Merets","Halicud",475,314,47,39,0.695067264573991,0.510752688172043,0.337634408602151,0.0505376344086022,0.0419354838709677,-0.856989247311828
"62",97,554,421,97,"Kahul_lavan","Halicud","Avoda","Gesher",216,66,58,20,0.759927797833935,0.513064133016627,0.156769596199525,0.137767220902613,0.0475059382422803,-0.494061757719715
"63",98,291,237,98,"Kahul_lavan","Halicud","Avoda","Merets",131,36,30,27,0.814432989690722,0.552742616033755,0.151898734177215,0.126582278481013,0.113924050632911,-0.641350210970464
"64",99,3680,2126,99,"Halicud","Bait_Yehudi","Kahul_lavan","Israel_Beitenu",641,342,341,213,0.577717391304348,0.301505174035748,0.160865475070555,0.160395108184384,0.100188146754468,0.402163687676388
"65",102,106,54,102,"Kahul_lavan","Halicud","Gesher","Avoda",19,15,5,4,0.509433962264151,0.351851851851852,0.277777777777778,0.0925925925925926,0.0740740740740741,-0.148148148148148
"66",103,838,674,103,"Kahul_lavan","Halicud","Avoda","Yamin_Hadash",360,129,68,27,0.804295942720764,0.534124629080119,0.191394658753709,0.100890207715134,0.0400593471810089,-0.403560830860534
"67",104,680,500,104,"Kahul_lavan","Merets","Avoda","Halicud",274,100,93,14,0.735294117647059,0.548,0.2,0.186,0.028,-0.906
"68",106,182,146,106,"Yahadut_Hatora","Halicud","Shas","Zehut",50,25,19,15,0.802197802197802,0.342465753424658,0.171232876712329,0.13013698630137,0.102739726027397,0.643835616438356
"69",107,83,34,107,"Kahul_lavan","Halicud","Kulanu_Yamin","Zehut",20,6,3,2,0.409638554216867,0.588235294117647,0.176470588235294,0.0882352941176471,0.0588235294117647,-0.323529411764706
